subject,context,objective_number,page,objective,top_confidence,top_score,top_resource,top_resource_path
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,3.6,26,draw Venn diagrams to represent relationships among sets;,high,15,Notes\CSEC Hub\Mastering Venn Diagrams and Set Operations.md,Mathematics\Notes\CSEC Hub\Mastering Venn Diagrams and Set Operations.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,3.7,26,"use Venn diagrams to represent the relationships among sets; and,",high,14,Notes\CSEC Hub\Mastering Venn Diagrams and Set Operations.md,Mathematics\Notes\CSEC Hub\Mastering Venn Diagrams and Set Operations.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,3.8,26,"solve problems in Number Theory, Algebra and Geometry using concepts in set theory.",high,15,Notes\ChromeStudy\Number Theory - CXCCSEC Mathematics.md,Mathematics\Notes\ChromeStudy\Number Theory - CXCCSEC Mathematics.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.1,26,"convert units of length, mass, area, volume, capacity;",high,13,"Notes\CSEC Hub\Perimeter, Area, and Volume.md","Mathematics\Notes\CSEC Hub\Perimeter, Area, and Volume.md"
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.2,26,"use the appropriate SI unit of measure for area, volume, capacity, mass, temperature and time (24-hour clock) and other derived quantities;",high,14,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.3,26,determine the perimeter of a plane shape;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.4,26,calculate the length of an arc of a circle;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.6,26,calculate the area of polygons and circles;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.7,26,calculate the area of a sector of a circle;,high,13,Notes\CSEC Hub\Area of Triangles and Circle Segments.md,Mathematics\Notes\CSEC Hub\Area of Triangles and Circle Segments.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.8,26,calculate the surface area of solids;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.9,27,calculate the volume of solids;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.10,27,"solve the problems involving the relations among time, distance and speed;",high,22,"Notes\CSEC Hub\Mastering Time, Distance, and Speed Problems.md","Mathematics\Notes\CSEC Hub\Mastering Time, Distance, and Speed Problems.md"
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.12,27,"use scales and scale drawings to determine distances and areas; and,",medium,9,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,4.13,27,solve problems involving measurement.,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.1,27,"use symbols to represent numbers, operations, variables and relations;",high,12,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.2,27,translate between algebraic symbols and worded expressions;,high,13,Notes\CSEC Hub\Mastering Algebraic Expressions.md,Mathematics\Notes\CSEC Hub\Mastering Algebraic Expressions.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.3,27,evaluate arithmetic operations involving directed numbers;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.4,27,simplify algebraic expressions using the four basic operations;,high,15,Notes\CSEC Hub\Mastering Algebraic Expressions.md,Mathematics\Notes\CSEC Hub\Mastering Algebraic Expressions.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.5,27,evaluate expressions involving binary operations (other than the four basic operations);,high,14,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.7,28,apply the distributive law to factorise or expand algebraic expressions;,high,14,Notes\CSEC Hub\Mastering Algebraic Expressions.md,Mathematics\Notes\CSEC Hub\Mastering Algebraic Expressions.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.8,28,simplify algebraic fractions;,high,12,Notes\CSEC Hub\Mastering Factorization and Algebraic Fractions.md,Mathematics\Notes\CSEC Hub\Mastering Factorization and Algebraic Fractions.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.9,28,use the laws of indices to manipulate expressions with integral indices;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.10,28,solve linear equations in one unknown;,high,13,Notes\CSEC Hub\Mastering Linear Equations.md,Mathematics\Notes\CSEC Hub\Mastering Linear Equations.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.11,28,Solve a simple linear inequality in one unknown;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.13,28,factorise simple algebraic expressions;,high,13,Notes\CSEC Hub\Mastering Algebraic Expressions.md,Mathematics\Notes\CSEC Hub\Mastering Algebraic Expressions.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,5.14,29,"solve worded problems; and,",high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,6.1,29,draw graphs of linear functions;,high,17,Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md,Mathematics\Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,6.2,29,"determine the intercepts of the graph of linear functions; and,",high,12,Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md,Mathematics\Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,6.3,29,solve problems involving graphs of linear functions.,high,17,Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md,Mathematics\Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,1.1,36,differentiate between sample and population attributes;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,1.2,36,construct a frequency table for a given set of data;,high,13,Notes\CSEC Hub\Grouped Data and Frequency Tables.md,Mathematics\Notes\CSEC Hub\Grouped Data and Frequency Tables.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,1.3,36,construct statistical diagrams;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,1.4,36,determine measures of central tendency for raw ungrouped data;,high,21,Notes\CSEC Hub\Measures of Central Tendency for Grouped Data.md,Mathematics\Notes\CSEC Hub\Measures of Central Tendency for Grouped Data.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,1.5,36,"determine when it is most appropriate to use the mean, median and mode as the average for a set of data;",high,20,"Notes\CSEC Hub\Mean, Median, and Mode.md","Mathematics\Notes\CSEC Hub\Mean, Median, and Mode.md"
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,1.6,36,determine the measures of dispersion,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,1.7,36,analyse statistical diagrams;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,1.8,36,use standard deviation to compare sets of ungrouped data;,high,12,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,1.9,36,determine the proportion or percentage of the sample above or below a given value from raw ungrouped data or frequency table;,high,16,Notes\CSEC Hub\Grouped Data and Frequency Tables.md,Mathematics\Notes\CSEC Hub\Grouped Data and Frequency Tables.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,1.10,36,"identify the sample space for simple experiment; and,",high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,2.1,37,factorise algebraic expressions;,high,11,Notes\CSEC Hub\Mastering Algebraic Expressions.md,Mathematics\Notes\CSEC Hub\Mastering Algebraic Expressions.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,2.3,37,"solve simultaneous linear equations, in two unknowns, algebraically;",high,13,Notes\CSEC Hub\Solving Simultaneous Equations.md,Mathematics\Notes\CSEC Hub\Solving Simultaneous Equations.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,2.5,37,solve quadratic equations algebraically;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,2.6,37,solve worded problems;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,2.7,37,solve a pair of equations in two variables when one equation is quadratic or non-linear and the other linear;,high,17,Notes\CSEC Hub\Mastering Linear Equations.md,Mathematics\Notes\CSEC Hub\Mastering Linear Equations.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,2.8,38,"represent direct and inverse variation symbolically; and,",high,16,Notes\CSEC Hub\Direct and Inverse Variation.md,Mathematics\Notes\CSEC Hub\Direct and Inverse Variation.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,2.9,38,solve problems involving direct variation and inverse variation.,high,17,Notes\CSEC Hub\Direct and Inverse Variation.md,Mathematics\Notes\CSEC Hub\Direct and Inverse Variation.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.1,38,explain basic concepts associated with relations;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.2,38,represent a relation in various ways;,medium,9,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.3,38,state the characteristics that define a function;,medium,9,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.4,38,use functional notation;,high,11,Notes\CSEC Hub\Functional Notation f(x).md,Mathematics\Notes\CSEC Hub\Functional Notation f(x).md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.5,38,distinguish between a relation and a function;,medium,9,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.6,38,determine the gradient of a straight line;,high,12,Notes\CSEC Hub\Gradient of Straight Lines.md,Mathematics\Notes\CSEC Hub\Gradient of Straight Lines.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.7,38,determine the equation of a straight line;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.8,39,solve problems involving the gradient of parallel and perpendicular lines;,high,14,Notes\CSEC Hub\Gradient of Straight Lines.md,Mathematics\Notes\CSEC Hub\Gradient of Straight Lines.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.9,39,determine from co-ordinates on a line segment:,medium,9,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.10,39,solve a pair of simultaneous linear equations in two unknowns graphically;,high,13,Notes\CSEC Hub\Mastering Linear Equations.md,Mathematics\Notes\CSEC Hub\Mastering Linear Equations.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.11,39,derive the composition of functions;,high,10,"Notes\ChromeStudy\CXCCSEC Mathematics Functions, Relations, and Graphs.md","Mathematics\Notes\ChromeStudy\CXCCSEC Mathematics Functions, Relations, and Graphs.md"
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.12,39,state the relationship between a function and its inverse;,high,10,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.13,39,derive the inverse of a function;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.14,39,evaluate a function 𝑓(𝑥) at a given value of 𝑥;,high,10,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.15,39,draw the graph of a quadratic function;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.16,39,use the graph of a quadratic function to identify its features;,high,13,Notes\CSEC Hub\Quadratic Graphs and Features.md,Mathematics\Notes\CSEC Hub\Quadratic Graphs and Features.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.17,40,interpret the graph of a quadratic function;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.18,40,determine the equation of the axis of symmetry and the maximum or minimum value of a quadratic function expressed in the form 𝑎(𝑥+ ℎ)2 + 𝑘;,high,16,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,3.20,40,solve problems involving graphs of linear and non-linear functions.,high,17,Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md,Mathematics\Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,4.1,41,explain concepts relating to geometry;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,4.2,41,draw angles and line segments accurately using appropriate instruments;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,4.4,41,"construct lines, angles, and polygons using appropriate instruments;",high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,4.5,41,identify the type(s) of symmetry possessed by a given plane figure;,high,11,Notes\CSEC Hub\Symmetry in Plane Figures.md,Mathematics\Notes\CSEC Hub\Symmetry in Plane Figures.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,4.6,41,solve geometric problems using properties of:,high,12,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,4.7,42,use Pythagoras' theorem to solve problems;,high,12,Notes\CSEC Hub\Pythagoras Theorem.md,Mathematics\Notes\CSEC Hub\Pythagoras Theorem.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,4.8,42,define the trigonometric ratios of acute angles in a right triangle;,high,15,Notes\CSEC Hub\Trigonometric Ratios.md,Mathematics\Notes\CSEC Hub\Trigonometric Ratios.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,4.10,42,apply the trigonometric ratios to solve problems.,high,13,Notes\CSEC Hub\Trigonometric Ratios.md,Mathematics\Notes\CSEC Hub\Trigonometric Ratios.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,5.1,42,explain concepts associated with vectors;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,5.2,42,simplify expressions involving vectors;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,5.3,42,explain basic concepts associated with matrices;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,5.4,42,solve problems involving matrix operations;,high,12,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 2: INTERMEDIATE SECONDARY LEVEL MATHEMATICS,5.5,42,use matrices to solve simple problems in Arithmetic and Algebra.,high,14,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,1.1,48,construct a frequency table for a given set of data;,high,13,Notes\CSEC Hub\Grouped Data and Frequency Tables.md,Mathematics\Notes\CSEC Hub\Grouped Data and Frequency Tables.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,1.2,48,determine class features for a given set of data;,high,12,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,1.3,48,construct statistical diagrams;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,1.4,48,determine measures of central tendency for raw grouped data;,high,26,Notes\CSEC Hub\Measures of Central Tendency for Grouped Data.md,Mathematics\Notes\CSEC Hub\Measures of Central Tendency for Grouped Data.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,1.5,48,determine the measures of dispersion (spread) for grouped data;,high,16,Notes\CSEC Hub\Measures of Central Tendency for Grouped Data.md,Mathematics\Notes\CSEC Hub\Measures of Central Tendency for Grouped Data.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,1.6,48,use standard deviation to compare sets of data;,high,13,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,1.7,48,draw cumulative frequency curve (Ogive);,high,18,Notes\CSEC Hub\Cumulative Frequency Curves (Ogive).md,Mathematics\Notes\CSEC Hub\Cumulative Frequency Curves (Ogive).md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,1.8,48,analyse statistical diagrams;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,1.9,48,"determine the proportion or percentage of the sample above or below a given value from raw grouped data, frequency table or cumulative frequency curve;",high,21,Notes\CSEC Hub\Grouped Data and Frequency Tables.md,Mathematics\Notes\CSEC Hub\Grouped Data and Frequency Tables.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,1.10,48,"determine experimental and theoretical probabilities of simple events; and,",high,13,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,2.1,49,draw a graph to represent a linear inequality in two variables;,high,16,Notes\CSEC Hub\Linear Inequalities in 2 Variables.md,Mathematics\Notes\CSEC Hub\Linear Inequalities in 2 Variables.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,2.2,49,represent the solution of linear inequalities in one variable;,high,15,Notes\CSEC Hub\Linear Inequalities in 2 Variables.md,Mathematics\Notes\CSEC Hub\Linear Inequalities in 2 Variables.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,2.3,49,use linear programming techniques to graphically solve problems involving two variables;,high,15,Notes\CSEC Hub\Linear Inequalities in 2 Variables.md,Mathematics\Notes\CSEC Hub\Linear Inequalities in 2 Variables.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,2.4,49,draw graphs of non-linear functions;,high,17,Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md,Mathematics\Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,2.5,49,"interpret graphs of functions; and,",high,15,"Notes\ChromeStudy\CXCCSEC Mathematics Functions, Relations, and Graphs.md","Mathematics\Notes\ChromeStudy\CXCCSEC Mathematics Functions, Relations, and Graphs.md"
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,2.6,49,solve problems involving graphs of linear and non-linear functions.,high,17,Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md,Mathematics\Notes\CSEC Hub\Graphs of Non-Linear Functions (y axⁿ).md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,3.1,49,solve geometric problems using properties of circles and circle theorems;,high,19,Notes\CSEC Hub\Circle Theorems and Properties.md,Mathematics\Notes\CSEC Hub\Circle Theorems and Properties.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,3.2,50,represent translations in a plane using vectors;,high,12,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,3.3,50,determine and represent the location of:,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,3.4,50,state the relationship between an object and its image in the plane under geometric transformations;,high,14,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 3: HIGHER CONCEPTS IN SECONDARY LEVEL MATHEMATICS,3.5,50,describe a transformation given an object and its image;,high,11,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
